28 MAR 2024,20MICRONS,EQ,20 MICRONS LTD           ,Listed    ,28 MAR 2024,               5.00,          35286502,            143.70,     5070670337.40
28 MAR 2024,21STCENMGM,BE,21ST CENTURY MGMT SERVICE,Listed    ,28 MAR 2024,              10.00,          10500000,             41.60,      436800000.00
28 MAR 2024,3IINFOLTD,EQ,3I INFOTECH LIMITED      ,Listed    ,28 MAR 2024,              10.00,         168879752,             39.50,     6670750204.00 
28 MAR 2024,3MINDIA,EQ,3M INDIA LIMITED         ,Listed    ,28 MAR 2024,              10.00,          11265070,          31193.35,   351395271284.50   
28 MAR 2024,3PLAND,BE,3P LAND HOLDINGS LIMITED ,Listed    ,28 MAR 2024,               2.00,          18000000,             27.00,      486000000.00    
28 MAR 2024,3RDROCK,IT,3RD ROCK MULTIMEDIA LTD  ,Listed    ,13 SEP 2023,              10.00,          22523750,             68.00,     1531615000.00   
28 MAR 2024,5PAISA,EQ,5PAISA CAPITAL LIMITED   ,Listed    ,28 MAR 2024,              10.00,          31181973,            505.05,    15748455463.65    
28 MAR 2024,63MOONS,EQ,63 MOONS TECHNOLOGIES LTD,Listed    ,28 MAR 2024,               2.00,          46078537,            381.60,    17583569719.20   
28 MAR 2024,A2ZINFRA,BE,A2Z INFRA ENGINEERING LTD,Listed    ,28 MAR 2024,              10.00,         176119858,             13.50,     2377618083.00  
28 MAR 2024,AAATECH,BE,AAA TECHNOLOGIES LIMITED ,Listed    ,28 MAR 2024,              10.00,          12826800,             81.90,     1050514920.00   
28 MAR 2024,AAKASH,BE,AAKASH EXPLORATION SER L ,Listed    ,28 MAR 2024,               1.00,         101250000,              9.15,      926437500.00    
28 MAR 2024,AAREYDRUGS,BE,AAREY DRUGS & PHARM LTD  ,Listed    ,28 MAR 2024,              10.00,          25384684,             43.65,     1108041456.60
28 MAR 2024,AARON,EQ,AARON INDUSTRIES LIMITED ,Listed    ,28 MAR 2024,              10.00,          10473239,            260.75,     2730897069.25     
28 MAR 2024,AARTECH,EQ,AARTECH SOLONICS LIMITED ,Listed    ,28 MAR 2024,              10.00,          10590125,            154.15,     1632467768.75   
28 MAR 2024,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,28 MAR 2024,              10.00,          91935000,            434.30,    39927370500.00
28 MAR 2024,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,28 MAR 2024,               5.00,         362504035,            665.55,   241264560494.25  
28 MAR 2024,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,28 MAR 2024,               5.00,          90626008,            434.95,    39417782179.60
28 MAR 2024,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,28 MAR 2024,              10.00,           7584477,            552.65,     4191561214.05 
28 MAR 2024,AARVEEDEN,EQ,AARVEE DEN. & EXP. LTD   ,Listed    ,28 MAR 2024,              10.00,          23459800,             23.85,      559516230.00 
28 MAR 2024,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,28 MAR 2024,              10.00,          14784000,            119.20,     1762252800.00     
28 MAR 2024,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,28 MAR 2024,               5.00,          22600000,             31.25,      706250000.00    
28 MAR 2024,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,28 MAR 2024,              10.00,          79139705,           1315.65,   104120152883.25     
28 MAR 2024,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,28 MAR 2024,               2.00,          58365323,             49.75,     2903674819.25      
28 MAR 2024,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,28 MAR 2024,               2.00,         211908375,           6360.85,  1347917387118.75       
28 MAR 2024,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,28 MAR 2024,              10.00,          21249302,          27120.80,   576298069681.60
28 MAR 2024,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,28 MAR 2024,              10.00,        2599961752,            175.40,   456033291300.80 
28 MAR 2024,ABCOTS,SM,A B COTSPIN INDIA LIMITED,Listed    ,22 MAR 2024,              10.00,          10292200,            244.40,     2515413680.00    
28 MAR 2024,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,28 MAR 2024,              10.00,         949146969,            205.55,   195097159477.95     
28 MAR 2024,ABINFRA,SM,A B INFRABUILD LIMITED   ,Listed    ,28 MAR 2024,              10.00,          44217447,             66.00,     2918351502.00   
28 MAR 2024,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,28 MAR 2024,              10.00,           9408000,             60.85,      572476800.00
